Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Addison Road, Holland Park","£715,000",Flat,1.0,1.0,Ask agent
"Bridges Court Road, Battersea","£715,000",Flat,2.0,2.0,Ask agent
"Highbury New Park, London, N5","£715,000",Apartment,1.0,1.0,808 sq ft
"Sky Gardens, London SW8","£715,000",Apartment,2.0,2.0,731 sq ft
"Wayfare House, Parkside West, London, E14","£715,000",Apartment,3.0,2.0,"1,075 sq ft"
"Sundorne Road, Charlton, SE7","£715,000",Semi-Detached,3.0,1.0,Ask agent
"Gray's Inn Road, Chancery Lane, WC1X","£715,000",Apartment,2.0,2.0,684 sq ft
"Gloucester Avenue, London, NW1","£715,000",Flat,2.0,1.0,653 sq ft
"St. Davids Square, Docklands, London, E14","£715,000",Flat,3.0,2.0,912 sq ft
"Finborough Road, Chelsea, London, SW10","£715,000",Apartment,2.0,1.0,619 sq ft
"Addison Road, 
Holland Park, W14","£715,000",Flat,1.0,1.0,701 sq ft
"Hepworth Court, 30 Gatliff Road, London, SW1W","£715,000",Flat,1.0,1.0,560 sq ft
"Royal Arsenal Riverside, 
London, 
SE18","£715,000",Apartment,2.0,2.0,816 sq ft
"The Delamarre, Brent Cross Town, Claremont Road, Cricklewood, NW2","£715,000",Apartment,2.0,2.0,836 sq ft
"Hallam Street, London","£715,000",Flat,1.0,1.0,374 sq ft
10 Marsh Wall London E14,"£715,000",Flat,1.0,1.0,Ask agent
"Glendor Gardens, Mill Hill, London","£715,000",House,4.0,1.0,Ask agent
"Jasmine House, Verdo, Kew Bridge TW8","£715,000",Flat,2.0,2.0,Ask agent
"The Vale, London, NW11","£715,000",Flat,4.0,3.0,Ask agent
"Hepworth Court, Grosvenor Waterside, 30 Gatliff Road, London SW1W","£715,000",Flat,1.0,1.0,560 sq ft
"Godwin House, One Tower Bridge, London","£715,000",Flat,1.0,1.0,Ask agent
"Wilmot Road, London","£715,000",House,3.0,2.0,Ask agent
"2 BEDROOMS + STUDY - Cedars Road, London","£715,000",End of Terrace,2.0,1.0,914 sq ft
"Moore House , Grosvenor Waterside , Gatliff Road","£715,000",Apartment,1.0,1.0,Ask agent
"2 BEDROOMS + STUDY - Cedars Road, London","£715,000",Terraced,2.0,1.0,914 sq ft
"Landmark Pinnacle, London E14","£715,000",Flat,1.0,1.0,Ask agent
"Canal Boulevard, Camden, London NW1","£715,000",Flat,2.0,2.0,"1,114 sq ft"
"Carlton Vale
London
NW6 5HH","£715,000",Apartment,2.0,,Ask developer
"Wilmot Road, London, N17","£715,000",Terraced,3.0,2.0,Ask agent
"Camden Street, London, NW1","£715,000",Maisonette,2.0,1.0,996 sq ft
"Chelsea Botanica, Watermeadow Lane, Fulham, SW6","£712,500",Apartment,1.0,1.0,614 sq ft
"Marsh Wall, Canary Wharf, E14","£712,500",Apartment,2.0,2.0,807 sq ft
"Queen Elizabeth Olympic Park,
London,
E203AS","£712,500",Apartment,3.0,2.0,892 sq ft
"The Founding, Canada Water, London, SE16","£711,500",Apartment,,1.0,498 sq ft
"Cooks Road,
Stratford,
London,
E15 2PN","£711,000",Apartment,3.0,,Ask developer
"Barlby Road, North Kensington, London W10","£725,000",Flat,3.0,1.0,Ask agent
"Queen Elizabeth Olympic Park,
London,
E203AS","£730,000",Apartment,3.0,2.0,922 sq ft
"Sutherland Road, London","£730,000",Apartment,2.0,2.0,710 sq ft
"Candlemakers Apartments, 
112 York Road, SW11","£730,000",Flat,2.0,2.0,"1,293 sq ft"
"Waterman House, Forrester Way, Stratford, E15","£730,000",Apartment,3.0,2.0,Ask agent
"Wandsworth Mills, Wandsworth, SW18","£730,000",Flat,1.0,1.0,552 sq ft
Paddington,"£730,000",Flat,1.0,1.0,474 sq ft
"Marsh Wall, London, E14 9DB","£730,000",Apartment,2.0,2.0,816 sq ft
"Cardrew Avenue, North Finchley","£730,000",Semi-Detached,3.0,1.0,Ask agent
"Trinity Park, Woolwich, SE18","£730,000",House,3.0,3.0,"1,219 sq ft"
"Wood Lane,
White City,
London,
W12 7RQ","£730,000",Flat,1.0,,Ask developer
"Torriano Mews, Kentish Town, NW5","£730,000",Flat,2.0,1.0,873 sq ft
"Anerley Park, Penge, London, SE20","£730,000",Semi-Detached,4.0,2.0,"1,416 sq ft"
"Riverside Quarter, Wandsworth, SW18","£730,000",Apartment,2.0,2.0,818 sq ft
"Oxford Avenue, London, N14","£730,000",Semi-Detached,3.0,3.0,Ask agent
"Portsmouth Road, Putney","£730,000",Flat,3.0,1.0,Ask agent
"Torriano Mews, Kentish Town","£730,000",Flat,2.0,2.0,850 sq ft
"Elgin Avenue, Maida Vale, LONDON, W9","£730,000",Flat,2.0,2.0,983 sq ft
"Carlton Gate, Carlton Drive, Putney","£730,000",Flat,2.0,2.0,Ask agent
"Cardinal Avenue, Kingston Upon Thames","£730,000",Terraced,3.0,1.0,688 sq ft
"Curlew Street, LONDON, SE1","£730,000",Flat,2.0,2.0,870 sq ft
"Holloway Park, Parkhurst Road, Holloway, London, N7","£730,000",Flat,1.0,1.0,616 sq ft
"Amies Street, Battersea, SW11","£730,000",Ground Flat,3.0,1.0,Ask agent
"King Henrys Road, Primrose Hill, London, NW3","£730,000",Terraced,1.0,1.0,496 sq ft
Riverlight Quay London SW8,"£730,000",Apartment,1.0,1.0,Ask agent
"Lessing Building, West Hampstead Square, West Hampstead, London, NW6","£725,000",Apartment,2.0,2.0,Ask agent
"City Island Way, London, E14","£730,000",Duplex,2.0,3.0,918 sq ft
"Church Road, Richmond, TW10","£730,000",Apartment,2.0,1.0,Ask agent
"Minster Road, Cricklewood","£730,000",Flat,3.0,2.0,Ask agent
Radnor Terrace Kensington W14,"£730,000",Apartment,1.0,1.0,Ask agent
"The Hudson, Maryland Point, London, E15","£730,000",Apartment,3.0,2.0,936 sq ft
"Denmark Hill, Camberwell","£730,000",Flat,3.0,2.0,Ask agent
"Belsize Road, London","£730,000",Flat,2.0,2.0,991 sq ft
"South Quay Plaza, Canary Wharf,
London,
E14 9SH","£730,000",Apartment,1.0,1.0,595 sq ft
"Elmwood Crescent, London, NW9","£730,000",Terraced,3.0,2.0,"1,077 sq ft"
"Embassy Gardens, Nine Elms, SW11","£730,000",Flat,1.0,1.0,Ask agent
"Primrose House, Chalk Farm Road, Primrose Hill, NW1","£730,000",Flat,1.0,1.0,Ask agent
"South Quay Plaza, London, E14","£730,000",Flat,1.0,1.0,595 sq ft
"The Phoenix, 
8 Bird Street, W1U","£730,000",Flat,1.0,1.0,542 sq ft
"Maryland Point, Stratford","£730,000",Flat,3.0,2.0,936 sq ft
"South Quay Plaza, Canary Wharf, E14","£730,000",Flat,1.0,1.0,595 sq ft
"13 - 15 Dod Street,
London,
E14 7EP","£730,000",Flat,2.0,,"1,056 sq ft"
"Bird St, Mayfair, London, W1U","£730,000",Flat,1.0,1.0,526 sq ft
"1 Viaduct Gardens, London, SW11","£730,000",Apartment,1.0,1.0,560 sq ft
"Denmark Hill, London, SE5","£730,000",Flat,3.0,,980 sq ft
"Denmark Hill, London, SE5","£730,000",Flat,3.0,,986 sq ft
"Denmark Hill, Camberwell, SE5","£730,000",Flat,3.0,2.0,991 sq ft
"Hoxton Street, London, N1","£730,000",Apartment,2.0,2.0,718 sq ft
"Southern Way, North Greenwich, London, SE10","£730,000",Flat,3.0,2.0,948 sq ft
"West End Gate, Paddington, London, W2","£730,000",Studio,,1.0,474 sq ft
"College Crescent, Swiss Cottage, NW3","£725,000",Apartment,2.0,1.0,"1,060 sq ft"
"1023-1025 Garratt Lane, Tooting, London, SW17","£730,000",Apartment,2.0,2.0,"1,001 sq ft"
"Goldhawk Road, Shepherd's Bush, London, W12","£730,000",Flat,2.0,2.0,Ask agent
"Brewhouse Lane, London, SW15","£730,000",Apartment,2.0,2.0,883 sq ft
"Tudor House, Duchess Walk, London, SE1","£730,000",Apartment,1.0,1.0,615 sq ft
"Rigel House, Bethnal Green, E1","£730,000",Apartment,3.0,2.0,923 sq ft
"Galloway Road, Shepherds Bush","£730,000",Terraced,3.0,1.0,Ask agent
"London, W2","£730,000",Flat,,1.0,474 sq ft
"Bridle Mews, London, E1","£730,000",Apartment,2.0,1.0,Ask agent
"Jasper Walk, Hackney, London, N1","£730,000",Apartment,1.0,1.0,645 sq ft
"Waterman Gardens, 3 Tidemill Square, Lower Riverside, Greenwich Peninsula, SE10","£730,000",Flat,2.0,2.0,"1,080 sq ft"
Denmark Hill,"£730,000",Flat,3.0,2.0,936 sq ft
"Hogarth Road, London","£730,000",Ground Flat,1.0,1.0,Ask agent
"South Norwood Hill, London, SE25","£730,000",House of Multiple Occupation,6.0,,"1,981 sq ft"
"Daska House, Kings Road, Chelsea SW3","£730,000",Apartment,1.0,1.0,579 sq ft
"Hoxton Street, London, N1","£730,000",Apartment,2.0,2.0,718 sq ft
"Arena Tower, 25 Crossharbour Plaza, E14","£730,000",Apartment,2.0,2.0,737 sq ft
"Sutherland Road, West Ealing","£730,000",Flat,2.0,2.0,Ask agent
"Harcourt Tower, South Quay Plaza, Canary Wharf, E14","£730,000",Apartment,2.0,1.0,Ask agent
"St. Georges Road, Richmond, TW9","£730,000",Terraced,2.0,1.0,"1,019 sq ft"
"Denmark Hill, Camberwell","£730,000",Flat,3.0,2.0,Ask agent
"Barmeston Road, London SE6","£730,000",End of Terrace,3.0,2.0,"1,134 sq ft"
"Norbury Court Road, Norbury, London, SW16","£730,000",End of Terrace,4.0,3.0,"1,346 sq ft"
"Farmer Road, London, E10","£729,995",Terraced,5.0,2.0,Ask agent
"Plum Lane, London, SE18","£729,995",Terraced,3.0,,Ask agent
"Oakwood Road, London, NW11","£725,000",Semi-Detached,2.0,1.0,Ask agent
"Lucien Road, Tooting Bec","£729,950",Flat,3.0,2.0,Ask agent
"Kenley Road, St Margarets","£729,950",Maisonette,2.0,2.0,Ask agent
"Lock Chase, Blackheath, London","£729,950",Apartment,2.0,1.0,Ask agent
"Sky Gardens, Wandsworth Road, Nine Elms, SW8","£729,080",Apartment,2.0,2.0,731 sq ft
"Arrival Square, Wapping, E1W 2AA","£729,000",Apartment,1.0,1.0,544 sq ft
"71 Bondway, Parry Streetp, London","£729,000",Apartment,1.0,1.0,577 sq ft
"Camley Street, Kings Cross, N1C","£728,000",Flat,1.0,1.0,549 sq ft
"Claremont Road, Brent Cross, NW2 1FE","£727,708",Apartment,3.0,2.0,950 sq ft
"Claremont Road, Brent Cross, NW2 1FE","£727,708",Apartment,3.0,2.0,950 sq ft
"South Quay Plaza, Canary Wharf,
London,
E14 9SH","£727,500",Apartment,1.0,1.0,633 sq ft
"South Quay Plaza, Canary Wharf, E14","£727,500",Flat,1.0,1.0,633 sq ft
"Harcourt Gardens, South Quay Plaza, E35","£727,500",Apartment,1.0,1.0,633 sq ft
"South Quay Plaza, London, E14","£727,500",Flat,1.0,1.0,633 sq ft
Twickenham TW2,"£726,500",Cottage,2.0,1.0,818 sq ft
"Beclands Road, Tooting","£725,000",House,5.0,4.0,Ask agent
"Pattison Road, London, NW2","£725,000",Flat,3.0,2.0,909 sq ft
"Wendover Road, Willesden Junction","£725,000",House,4.0,2.0,Ask agent
"Cambridge Mansions, Battersea, SW11","£725,000",Apartment,2.0,1.0,823 sq ft
"Chatfield Riverside, 
56 Chatfield Road, SW11","£725,000",Flat,2.0,2.0,764 sq ft
"Kingston Road, Middlesex","£725,000",Flat,2.0,2.0,Ask agent
"Eastcombe Avenue, London, SE7","£725,000",Terraced,3.0,1.0,Ask agent
"Dumont, Albert Embankment, London, SE1","£725,000",Flat,1.0,1.0,594 sq ft
"Riverwalk, 161 Millbank, Westminster","£725,000",Apartment,1.0,1.0,585 sq ft
Wighton Mews,"£725,000",Detached,5.0,2.0,Ask agent
"Vassall Road, Oval","£725,000",Flat,2.0,2.0,Ask agent
"Shirlock Road, Hampstead","£725,000",Flat,1.0,1.0,Ask agent
"Newton Road, Westbourne Grove, London, W2","£725,000",Flat,1.0,1.0,574 sq ft
"The Village Square,
West Parkside,
Greenwich,
London,
SE10 0BD","£725,000",Maisonette,3.0,,"1,237 sq ft"
"Duke of Wellington Avenue, Woolwich, SE18","£725,000",Apartment,3.0,2.0,Ask agent
"Duchess Walk, Southwark, SE1","£725,000",Apartment,1.0,1.0,Ask agent
"Latymer Court, Hammersmith Road, London, W6","£725,000",Apartment,3.0,1.0,917 sq ft
"Moss Hall Grove, Finchley, N12","£725,000",Terraced,3.0,1.0,"1,131 sq ft"
"Archway Road, Highgate, N6","£725,000",Apartment,2.0,2.0,732 sq ft
"Swain Street, London","£725,000",Flat,4.0,3.0,"1,497 sq ft"
"Finchley Road, London, NW11","£725,000",Flat,2.0,2.0,Ask agent
"Imperial Court, 4B Odessa Street, London, SE16","£725,000",Apartment,2.0,2.0,Ask agent
"Ramsden Road, Balham","£725,000",Flat,2.0,2.0,Ask agent
"Park Road, Richmond, TW10","£725,000",Apartment,2.0,1.0,Ask agent
"Skippers Yard, London, E3","£725,000",Apartment,2.0,2.0,922 sq ft
"Cavendish Drive, Leytonstone","£725,000",Terraced,3.0,2.0,926 sq ft
"Ellora Road, Streatham","£725,000",House,3.0,1.0,Ask agent
"Ludlow Road, London","£725,000",End of Terrace,3.0,1.0,937 sq ft
"Lamb Lane, London Fields, London, E8","£725,000",Apartment,1.0,1.0,799 sq ft
"Camden Terrace, Camden Town","£725,000",Flat,2.0,1.0,Ask agent
"Moss Hall Grove, North Finchley, N12","£725,000",Terraced,3.0,1.0,"1,015 sq ft"
"Riverwalk, Millbank, London, SW1P","£725,000",Apartment,1.0,1.0,624 sq ft
"Clapham Road, London, SW9","£725,000",Apartment,1.0,1.0,950 sq ft
"Stamford Square, Upper Richmond Road, Putney","£725,000",Flat,2.0,2.0,Ask agent
"Flat , Perilla House,  Stable Walk, London","£725,000",Studio,,1.0,Ask agent
"Garden House, 86-92 Kensington Gardens, Square, London, W2","£725,000",Apartment,1.0,1.0,388 sq ft
"Empress Works, E2","£725,000",Apartment,2.0,,667 sq ft
"Pragnell Road, Lee, London","£725,000",Semi-Detached,4.0,2.0,"1,390 sq ft"
"Arena Tower, Canary Wharf E14","£725,000",Flat,2.0,2.0,Ask agent
"Upper Tulse Hill, Brixton, London, SW2","£725,000",Flat,2.0,1.0,955 sq ft
"Dewsbury Road, London","£725,000",Terraced,3.0,2.0,"1,163 sq ft"
"Ivy Gardens, Inglis Road, Ealing, London, W5","£725,000",Flat,2.0,1.0,764 sq ft
"Keybridge Tower, Exchange Gardens, Vauxhall, London, SW8","£725,000",Flat,1.0,1.0,716 sq ft
"Prices Court, Cotton Row, Battersea, London, SW11","£725,000",Flat,2.0,2.0,914 sq ft
"Anson Road, Tufnell Park","£725,000",Flat,2.0,1.0,Ask agent
"Moresby Walk, Clapham","£725,000",Terraced,3.0,1.0,Ask agent
"Hunter Close, SW12","£725,000",House,2.0,1.0,Ask agent
"Shirland Road, Maida Vale","£725,000",Flat,2.0,2.0,Ask agent
"Kentish Town Road, 
Camden, NW1","£725,000",Flat,2.0,2.0,Ask agent
"Kentish Town Road, Kentish Town","£725,000",Apartment,2.0,2.0,900 sq ft
"Queenstown Road, Battersea","£725,000",Flat,1.0,1.0,Ask agent
"Upper Richmond Road, London","£725,000",Apartment,2.0,2.0,Ask agent
"White Hart Lane, Little Chelsea, Barnes, SW13","£725,000",Apartment,2.0,1.0,Ask agent
"Coleman Road, London","£725,000",Terraced,3.0,1.0,Ask agent
"Raymond Road, Wimbledon Village","£725,000",Flat,3.0,1.0,Ask agent
"Uplands Road, East Barnet, Barnet, EN4","£725,000",Terraced,3.0,1.0,"1,200 sq ft"
"Rotterdam Drive, London, E14","£725,000",Terraced,3.0,2.0,Ask agent
"Georgia Road, Thornton Heath, CR7","£725,000",Detached,6.0,2.0,Ask agent
"Cotton Row, London, SW11","£725,000",Apartment,2.0,2.0,914 sq ft
"Oxford Gardens, Winchmore Hill, N21","£725,000",End of Terrace,3.0,1.0,"1,343 sq ft"
"Bryony Road, London, W12","£725,000",Terraced,4.0,1.0,Ask agent
"Daniel Gardens, Peckham SE15","£725,000",Maisonette,7.0,2.0,"1,776 sq ft"
"Vicarage Gate, London, W8","£725,000",Apartment,1.0,1.0,678 sq ft
"Vision Point, Yelverton Road, London, SW11","£725,000",Flat,2.0,2.0,730 sq ft
"Stratfield Park Close, London, N21","£725,000",Detached,3.0,2.0,"1,313 sq ft"
"Langford Green, Camberwell","£725,000",Flat,3.0,1.0,Ask agent
"Alma Square, London, NW8","£725,000",Flat,1.0,1.0,Ask agent
"St Martin's Road, London, SW9","£725,000",Flat,2.0,1.0,Ask agent
"Shooters Hill Road, London, SE3","£725,000",Semi-Detached,4.0,2.0,Ask agent
"Runnymede Crescent, Streatham, SW16","£725,000",End of Terrace,4.0,2.0,"1,294 sq ft"
"Odhams Walk, Covent Garden","£725,000",Apartment,1.0,1.0,Ask agent
"Finborough Road, Chelsea, London, SW10","£725,000",Flat,2.0,2.0,614 sq ft
"Harbour Reach, Imperial Wharf, SW6","£725,000",Apartment,2.0,2.0,956 sq ft
"Dundee Wharf, E14, Tower Hamlets, London, E14","£725,000",Flat,2.0,2.0,897 sq ft
North Finchley - N12,"£725,000",Land,,,Ask agent
"Morwell Street, Bloomsbury, WC1","£725,000",Apartment,1.0,1.0,614 sq ft
"Albany Road e12, Manor Park, London, E12","£725,000",House,5.0,2.0,"1,663 sq ft"
"Laurel Drive, London","£725,000",Terraced,3.0,1.0,917 sq ft
"Sycamore Mews, Clapham","£725,000",Flat,2.0,2.0,Ask agent
"Clapham Common South Side, London","£725,000",Flat,2.0,1.0,Ask agent
"George Eliot House, Vauxhall Bridge Road, Pimlico, London, SW1V","£725,000",Apartment,2.0,1.0,839 sq ft
"Cavendish Drive, Leyton, London, E11","£725,000",Terraced,3.0,1.0,904 sq ft
"Eagle Point, City Road, London EC1V","£725,000",Apartment,2.0,2.0,969 sq ft
"Cheviot Road, West Norwood, London, SE27","£725,000",End of Terrace,3.0,1.0,"1,702 sq ft"
"Hanover Gardens, Oval","£725,000",Flat,2.0,1.0,Ask agent
"Landmark Building, West Tower, Canary Wharf, Westferry Circus, Canary Riverside, London, E14 9AL","£725,000",Apartment,2.0,2.0,Ask agent
"Elmwood Crescent, London, NW9","£725,000",Terraced,3.0,3.0,"1,019 sq ft"
"Denmark Hill, Camberwell, SE5","£725,000",Maisonette,3.0,2.0,Ask agent
"Wood Crescent, Television Centre","£725,000",Flat,1.0,1.0,610 sq ft
"Rommany Road, West Norwood","£725,000",Terraced,3.0,,Ask agent
"Havanna Drive, London, London, NW11","£725,000",Flat,2.0,2.0,Ask agent
"Rodney Road, London, E11","£725,000",Terraced,3.0,1.0,Ask agent
"Globe Wharf, Rotherhithe Street, SE16","£725,000",Apartment,2.0,2.0,Ask agent
Kings Mews. SW2,"£725,000",Maisonette,2.0,2.0,977 sq ft
"Homefield Gardens, Mitcham, CR4","£725,000",Terraced,4.0,2.0,Ask agent
"Howard Building, 368 Queenstown Road, London, SW11","£725,000",Apartment,1.0,1.0,601 sq ft
"Golden Lane Estate, London, EC1Y","£725,000",Flat,2.0,1.0,Ask agent
"Meadowlark House
Moorhen Drive off Perryfield Way
London
NW9 7DL","£725,000",Apartment,3.0,,Ask developer
"Rodney Road, Elephant and Castle, London, SE17","£725,000",Flat,2.0,2.0,776 sq ft
"Barlby Road, North Kensington","£725,000",Flat,3.0,1.0,Ask agent
"Wearside Road, Lewisham","£725,000",Detached,3.0,2.0,Ask agent
"Tolmers Square, Euston, London, NW1","£725,000",Maisonette,2.0,1.0,886 sq ft
"Chaucer Close, London, N11","£725,000",Terraced,4.0,2.0,"1,370 sq ft"
"The Regent, Camden, NW1","£725,000",Studio,,1.0,453 sq ft
"St. Quintin Avenue, London","£725,000",Flat,2.0,1.0,565 sq ft
"Mulholland House, Wimbledon, SW19","£725,000",Apartment,2.0,2.0,Ask agent
"St. Georges Drive, London, SW1V","£725,000",Apartment,2.0,1.0,701 sq ft
"Barnfield Place, London, E14","£725,000",Terraced,3.0,1.0,Ask agent
"Ellsworth Street, London","£725,000",Terraced,3.0,1.0,Ask agent
"Courtland Avenue, Streatham","£725,000",Semi-Detached,4.0,1.0,Ask agent
"Parkside Collection, 348 Queenstown Road, London, SW11","£725,000",Apartment,1.0,1.0,740 sq ft
"Lyndhurst Avenue, Twickenham, TW2","£725,000",Semi-Detached,4.0,2.0,Ask agent
"Holberton Gardens, College Park","£725,000",House,3.0,2.0,Ask agent
"The Power House, Chiswick","£725,000",Flat,2.0,1.0,Ask agent
"Killieser Avenue, Streatham","£725,000",Flat,2.0,1.0,Ask agent
Landmark East 24 Marsh Wall E14,"£725,000",Apartment,2.0,2.0,Ask agent
"Mulready House, Marsham Street, London, SW1P","£725,000",Apartment,2.0,1.0,710 sq ft
"Craven Park, London, NW10","£725,000",End of Terrace,4.0,3.0,"1,828 sq ft"
"Palm House, 70 Sancroft Street, London, SE11","£725,000",Apartment,2.0,2.0,722 sq ft
"City Road, London, EC1V","£725,000",Apartment,1.0,1.0,663 sq ft
"Queens Gate Place, London, SW7","£725,000",Flat,1.0,1.0,753 sq ft
"Hampton Tower, 
75 Marsh Wall, E14","£725,000",Flat,1.0,1.0,595 sq ft
"Hartfield Road, London, SW19","£725,000",Apartment,2.0,2.0,848 sq ft
"Hepworth Court, 30 Gatliff Road, SW1W","£725,000",Flat,1.0,1.0,549 sq ft
"Keystone Crescent, London, N1","£725,000",Maisonette,2.0,1.0,659 sq ft
"Pindock Mews, 
Warwick Avenue Station, W9","£725,000",Flat,1.0,1.0,670 sq ft
"Abbotts Crescent, Highams Park, London. E4 9SA","£725,000",End of Terrace,3.0,2.0,Ask agent
"Bonneville Gardens, London, SW4","£725,000",Maisonette,3.0,1.0,Ask agent
"Birchanger Road, South Norwood, SE25","£725,000",Semi-Detached,5.0,2.0,Ask agent
"Creek Lane, London, SW18","£725,000",Apartment,3.0,2.0,"1,065 sq ft"
"Magenta House, 21 Whitcome Mews, Kew, TW9","£725,000",Apartment,2.0,2.0,922 sq ft
"Peak Hill Avenue, London, SE26","£725,000",Maisonette,3.0,1.0,"1,281 sq ft"
"Brookscroft Road, Walthamstow, London, E17","£725,000",Terraced,4.0,1.0,Ask agent
"Thames Quay, Chelsea Harbour","£725,000",Flat,1.0,1.0,657 sq ft
"25 PORCHESTER PLACE, London, W2","£725,000",Flat,2.0,1.0,803 sq ft
"Walton Street, Chelsea SW3","£725,000",Apartment,1.0,1.0,499 sq ft
"Lynette Avenue, Clapham","£725,000",Maisonette,2.0,1.0,Ask agent
"Mudlarks Boulevard, Greenwich, London, SE10","£725,000",Flat,3.0,2.0,"1,240 sq ft"
"Bouchon Point, Cendal Crescent, E1","£725,000",Apartment,2.0,2.0,Ask agent
"Fingal Street, Greenwich, SE10","£725,000",Terraced,3.0,1.0,Ask agent
"St William's Court, Gifford Street, King's Cross, London, N1","£725,000",Apartment,2.0,2.0,Ask agent
"Betterton Street, London","£725,000",Flat,1.0,1.0,Ask agent
"The Ascent, One Clapham, St. John's Hill, Battersea, SW11","£725,000",Apartment,2.0,2.0,933 sq ft
"Dunedin Road, London","£725,000",Terraced,3.0,1.0,Ask agent
"Flat 6, Lamb Mews London Fields, E8","£725,000",Duplex,1.0,1.0,761 sq ft
"Durham Wharf Drive, Brentford, Middlesex","£725,000",Apartment,3.0,2.0,"1,114 sq ft"
"Chepstow Crescent, Notting Hill W11","£725,000",Apartment,1.0,1.0,483 sq ft
"Blandford Street, London, W1U","£725,000",Flat,1.0,1.0,436 sq ft
"Derinton Road, London, SW17","£725,000",Terraced,3.0,1.0,Ask agent
"Kellett Road, London, SW2","£725,000",Terraced,2.0,1.0,"1,008 sq ft"
"Stratosphere Tower, Great Eastern Road, London E15","£725,000",Penthouse,2.0,2.0,Ask agent
"Finborough Road, London","£725,000",Ground Flat,2.0,2.0,Ask agent
"Grange Road, Ealing","£725,000",Flat,2.0,1.0,Ask agent
"Avenue Road, Southgate","£725,000",Semi-Detached,3.0,2.0,Ask agent
"Carnarvon Avenue, Enfield","£725,000",Semi-Detached,4.0,2.0,Ask agent
"Neville Road, London, E7","£725,000",Terraced,5.0,3.0,Ask agent
"Cheyne Place, London, SW3","£725,000",Flat,1.0,1.0,456 sq ft
"Christchurch Avenue, London, NW6","£725,000",Flat,2.0,1.0,979 sq ft
"Perilla House, Aldgate, E1","£725,000",Apartment,,1.0,517 sq ft
"Esmeralda Road, Bermondsey","£725,000",Terraced,3.0,,Ask agent
"Prices Court, 
Battersea, SW11","£725,000",Flat,2.0,2.0,914 sq ft
"Shaftesbury Road, North Chingford","£725,000",End of Terrace,4.0,2.0,"1,504 sq ft"
"Dennett's Road, New Cross","£725,000",Terraced,3.0,1.0,Ask agent
"Wearside Road, Ladywell, London, SE13","£725,000",End of Terrace,3.0,1.0,"1,113 sq ft"
"Cheyne Walk, Chelsea","£725,000",Studio,,1.0,Ask agent
"Vicarage Gate, London, W8","£725,000",Apartment,1.0,1.0,649 sq ft
"Warwick Mansions, 
Cromwell Crescent, SW5","£725,000",Flat,1.0,1.0,848 sq ft
"Harvard Road, Chiswick","£725,000",Flat,3.0,2.0,Ask agent
"Boyd Street, London, E1","£725,000",Apartment,2.0,2.0,990 sq ft
"Elmwood Crescent, Kingsbury, London, NW9 0NL","£725,000",Terraced,3.0,2.0,Ask agent
"City Road, London, EC1V","£725,000",Apartment,1.0,1.0,656 sq ft
"Fairhazel Gardens, South Hampstead NW6","£725,000",Apartment,2.0,1.0,766 sq ft
"Queen of Denmark Court, Surrey Quays SE16","£725,000",Duplex,3.0,2.0,Ask agent
"Walton Street, Chelsea SW3","£725,000",Apartment,1.0,1.0,517 sq ft
"Links Road, Tooting","£725,000",House,5.0,1.0,Ask agent
"Seymour Gardens,  London, SE4","£725,000",Semi-Detached,3.0,1.0,Ask agent
"South Villas, 
Camden, NW1","£725,000",Flat,3.0,2.0,Ask agent
"London Road, Brentford","£725,000",Flat,3.0,2.0,Ask agent
"Battersea Powerstation, London SW11","£725,000",Apartment,1.0,1.0,Ask agent
"Edgeley Lane, London, SW4","£725,000",Apartment,6.0,2.0,"1,397 sq ft"
"Ulverston Road, Walthamstow","£725,000",Semi-Detached,3.0,1.0,"2,056 sq ft"
"Kensington Park Road, Notting Hill, W11","£725,000",Flat,1.0,1.0,Ask agent
"Shelburne Drive, Whitton, Hounslow, TW4","£725,000",Semi-Detached,4.0,2.0,Ask agent
"Coleherne Road, Chelsea, London, SW10","£725,000",Flat,1.0,1.0,686 sq ft
"Penderyn Way, Tufnell Park","£725,000",House,4.0,2.0,Ask agent
"Branch Road, Limehouse","£725,000",Flat,2.0,2.0,Ask agent
"Hereford Road, Notting Hill, London, W2","£725,000",Apartment,2.0,2.0,740 sq ft
"Walworth Road, Walworth","£725,000",Flat,2.0,2.0,Ask agent
"Forsyth Place, Enfield, EN1","£725,000",Town House,3.0,3.0,Ask agent
"Aldridge Road Villas, London, W11","£725,000",Apartment,2.0,1.0,560 sq ft
"Acton Lane, London, W4","£725,000",Maisonette,2.0,2.0,Ask agent
"The Hall, Foxes Dale, London SE3","£725,000",Flat,3.0,1.0,"1,055 sq ft"
"Isle of Dogs, E14, Docklands, London, E14","£725,000",Terraced,4.0,2.0,"1,011 sq ft"
"Portobello Road, London, W10","£725,000",Flat,1.0,1.0,563 sq ft
"Hall Lane, Hendon","£725,000",Semi-Detached,3.0,2.0,Ask agent
"Hamilton Crescent, Palmers Green, N13","£725,000",Terraced,4.0,2.0,"1,400 sq ft"
"Kentish Town Road, Kentish Town, NW1","£725,000",Flat,2.0,2.0,Ask agent
"Old Oak Lane, London, NW10","£725,000",Terraced,3.0,2.0,"1,197 sq ft"
"Baker Street, London","£725,000",Apartment,1.0,1.0,Ask agent
